handle,did,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at,avatar_url,banner_url,verified,collection_timestamp,collection_status
hellinakarlson.bsky.social,,,,0,0,0,,,,,False,2026-04-09T04:34:26.735882+00:00,error: HTTP 400
